ID,Species,Temp,Rate,units,Conditions,Source.,source.name
66,Pinus sylvestris,5,4,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO10
66,Pinus sylvestris,10,11,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO11
66,Pinus sylvestris,15,16,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO12
66,Pinus sylvestris,20,22.5,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO13
66,Pinus sylvestris,25,30,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO14
66,Pinus sylvestris,30,32,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO15
66,Pinus sylvestris,32,29,VCmax (umol m-2 s-1),elevated temeperature,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO16
67,Pinus sylvestris,5,9,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO17
67,Pinus sylvestris,10,13,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO18
67,Pinus sylvestris,15,19,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO19
67,Pinus sylvestris,20,27.5,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO20
67,Pinus sylvestris,25,32.5,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO21
67,Pinus sylvestris,30,27.5,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO22
67,Pinus sylvestris,32,21,VCmax (umol m-2 s-1),elevated carbon dioxide,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO23
68,Pinus sylvestris,5,5,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO24
68,Pinus sylvestris,10,11,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO25
68,Pinus sylvestris,15,16.5,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO26
68,Pinus sylvestris,20,24.5,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO27
68,Pinus sylvestris,25,32.5,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO28
68,Pinus sylvestris,30,30,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO29
68,Pinus sylvestris,32,27.5,VCmax (umol m-2 s-1),elevated temperature and carbon dioxide ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO30
69,Fagus sylvatica,15,18,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
69,Fagus sylvatica,20,22,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
69,Fagus sylvatica,25,27,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
69,Fagus sylvatica,30,33,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
69,Fagus sylvatica,35,40,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
69,Fagus sylvatica,37.5,45,VCmax (umol m-2 s-1),350umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,15,16,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,20,19,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,25,24,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,30,32,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,35,39,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
70,Fagus sylvatica,37.5,44,VCmax (umol m-2 s-1),700 umol mol-1 CO2,Strassemeyer and Forstreuter 1997,Parameterization of a leaf gas-exchange model for Fagus sylvatica L. using microcosms grown under ambient and elevated CO2
71,Oryza australiensis,25,0.05,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
71,Oryza australiensis,30,0.07,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
71,Oryza australiensis,34,0.07,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
71,Oryza australiensis,38,0.06,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
71,Oryza australiensis,42,0.06,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
